iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population
SVN,Europe,Slovenia,2023-10-24,1347064.0,0.0,9487.0,0.0,,,,,,,,,,,,102.62,31400.84,4.5,81.32,0.92,2119843
CAN,North America,Canada,2024-06-21,4815946.0,0.0,55236.0,0.0,,,,,,102820177.0,,,34846775.0,3469.0,,4.04,44017.59,2.5,82.43,0.93,38454328
YEM,Asia,Yemen,2023-11-24,11945.0,0.0,2159.0,0.0,,,,,,,,,,,,53.51,1479.15,0.7,66.12,0.47,33696612
BRN,Asia,Brunei,2024-03-25,343719.0,0.0,178.0,0.0,,,,,,,,,,,,81.35,71809.25,2.7,75.86,0.84,449002
CRI,North America,Costa Rica,2020-06-22,2058.0,0.0,12.0,0.0,27130.0,244.0,0.18,5.4,people tested,,,,,,72.22,96.08,15525.0,1.13,80.28,0.81,5180836
DOM,North America,Dominican Republic,2020-02-08,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,222.87,14600.86,1.6,74.08,0.76,11228821
EGY,Africa,Egypt,2020-05-22,11719.0,0.0,612.0,0.0,,,,,,,,,,,84.26,98.0,10550.21,1.6,71.99,0.71,110990096
VUT,Oceania,Vanuatu,2023-10-27,12019.0,0.0,14.0,0.0,,,,,,,,,,,,22.66,2921.91,,70.47,0.61,326744
SWE,Europe,Sweden,2020-08-23,82981.0,1693.0,5776.0,16.0,523180.0,9324.0,0.03,38.7,tests performed,,,,,,55.56,24.72,46949.28,2.22,82.8,0.94,10549349
IRQ,Asia,Iraq,2024-01-22,2465545.0,0.0,25375.0,0.0,,,,,,,,,,,,88.12,15663.99,1.4,70.6,0.67,44496124
IRQ,Asia,Iraq,2023-01-04,2465545.0,0.0,25375.0,0.0,,,,,,,,,,,,88.12,15663.99,1.4,70.6,0.67,44496124
VGB,North America,British Virgin Islands,2020-11-01,72.0,0.0,1.0,0.0,,,,,,,,,,,,207.97,,,79.07,,31332
TCD,Africa,Chad,2021-02-10,3473.0,0.0,126.0,0.0,,,,,,,,,,,40.28,11.83,1768.15,,54.24,0.4,17723312
SLB,Oceania,Solomon Islands,2021-01-15,17.0,0.0,0.0,0.0,,,,,,,,,,,33.33,21.84,2205.92,1.4,73.0,0.57,724272
OMN,Asia,Oman,2020-09-23,91753.0,0.0,818.0,0.0,,,,,,,,,,,86.11,14.98,37960.71,1.6,77.86,0.81,4576300
CHL,South America,Chile,2022-10-23,4708870.0,34497.0,61535.0,123.0,,,,,,62477784.0,18074543.0,17685887.0,27292070.0,65.0,14.3,24.28,22767.04,2.11,80.18,0.85,19603736
ALB,Europe,Albania,2022-12-01,332202.0,0.0,3594.0,0.0,,,,,,,,,,,11.11,104.87,11803.43,2.89,78.57,0.8,2842318
OWID_NIR,Europe,Northern Ireland,2022-05-03,,,,,,,,,,3820609.0,,1339618.0,1053378.0,3781.0,,,,,,,1896000
MCO,Europe,Monaco,2023-07-20,16842.0,0.0,67.0,0.0,,,,,,,,,,,,19347.5,,13.8,86.75,,36491
PRY,South America,Paraguay,2021-01-29,126370.0,0.0,2585.0,0.0,646112.0,3275.0,0.25,3.9,tests performed,,,,,,55.56,17.14,8827.01,1.3,74.25,0.73,6780745
AFG,Asia,Afghanistan,2023-07-25,224030.0,0.0,7934.0,0.0,,,,,,20662417.0,17487788.0,16743735.0,2118840.0,,,54.42,1803.99,0.5,64.83,0.51,41128772
PLW,Oceania,Palau,2022-06-21,5181.0,0.0,6.0,0.0,59627.0,,0.03,29.0,tests performed,,,,,,,47.24,13240.4,4.8,73.7,0.83,18084
JPN,Asia,Japan,2020-09-24,78657.0,0.0,1500.0,0.0,1702947.0,19021.0,0.04,28.6,people tested,,,,,,35.19,347.78,39002.22,13.05,84.63,0.92,123951696
HTI,North America,Haiti,2021-10-19,23446.0,0.0,658.0,0.0,,,,,,,,,,,64.81,398.45,1653.17,0.7,64.0,0.51,11585003
BRA,South America,Brazil,2021-11-30,22067630.0,0.0,613957.0,0.0,,,,,tests performed,309486607.0,163926497.0,133911230.0,16537956.0,1668782.0,50.26,25.04,14103.45,2.2,75.88,0.76,215313504
TWN,Asia,Taiwan,2021-03-13,,,,,181122.0,212.0,0.0,211.6,people tested,,,,,,25.0,,,,80.46,,23893396
HND,North America,Honduras,2021-08-02,297111.0,0.0,7834.0,0.0,,,,,,,,,,,93.52,82.8,4541.8,0.7,75.27,0.63,10432858
BLR,Europe,Belarus,2021-04-10,326065.0,0.0,2276.0,0.0,,,0.08,12.4,tests performed,,,,,,42.59,46.86,17167.97,11.0,74.79,0.82,9534956
MAR,Africa,Morocco,2020-11-26,320962.0,0.0,5256.0,0.0,3875930.0,21428.0,0.2,4.9,people tested,,,,,,70.37,80.08,7485.01,1.1,76.68,0.69,37457976
LTU,Europe,Lithuania,2024-06-23,1366969.0,169.0,9806.0,0.0,,,,,,,,,,,,45.14,29524.26,6.56,75.93,0.88,2750058
ALB,Europe,Albania,2023-12-26,334596.0,0.0,3604.0,0.0,,,,,,,,,,,,104.87,11803.43,2.89,78.57,0.8,2842318
AFG,Asia,Afghanistan,2020-12-25,50536.0,0.0,2054.0,0.0,,,,,,,,,,,12.04,54.42,1803.99,0.5,64.83,0.51,41128772
SWZ,Africa,Eswatini,2024-03-11,75238.0,0.0,1427.0,0.0,,,,,,,,,,,,79.49,7738.98,2.1,60.19,0.61,1201680
ESP,Europe,Spain,2023-12-24,13980340.0,,121852.0,,,,,,,,,,,,,93.1,34272.36,2.97,83.56,0.9,47558632
ERI,Africa,Eritrea,2023-08-09,10189.0,0.0,103.0,0.0,,,,,,,,,,,,44.3,1510.46,0.7,66.32,0.46,3684041
COL,South America,Colombia,2023-09-08,6365994.0,0.0,142727.0,0.0,,,,,,,,,,,,44.22,13254.95,1.71,77.29,0.77,51874028
JPN,Asia,Japan,2023-08-06,33803572.0,0.0,74694.0,0.0,,,,,,,,,,,,347.78,39002.22,13.05,84.63,0.92,123951696
OWID_SCT,Europe,Scotland,2022-02-17,,,,,,,,,,11956847.0,4430717.0,4148237.0,3377893.0,8259.0,,,,,,,5466000
CHL,South America,Chile,2021-06-21,1511275.0,0.0,31392.0,0.0,16268657.0,75848.0,0.08,12.1,tests performed,21551806.0,12163059.0,9607876.0,,19803.0,84.72,24.28,22767.04,2.11,80.18,0.85,19603736
