iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population
KAZ,Asia,Kazakhstan,2022-11-10,1485201.0,0.0,19052.0,0.0,,,,,,,,,,,5.56,6.68,24055.59,6.7,73.6,0.82,19397998
CHL,South America,Chile,2022-10-20,4674373.0,0.0,61412.0,0.0,,,,,,62471197.0,18074266.0,17685504.0,27286143.0,5811.0,14.3,24.28,22767.04,2.11,80.18,0.85,19603736
MTQ,North America,Martinique,2021-09-21,40239.0,0.0,588.0,0.0,,,,,,,,,,,,,,,82.54,,367512
YEM,Asia,Yemen,2021-10-07,9139.0,0.0,1734.0,0.0,,,,,,,,,,,32.41,53.51,1479.15,0.7,66.12,0.47,33696612
MNP,Oceania,Northern Mariana Islands,2020-07-22,37.0,0.0,2.0,0.0,12794.0,55.0,0.01,100.0,tests performed,,,,,,,119.88,,,76.74,,49574
BRA,South America,Brazil,2022-01-07,22287521.0,0.0,619056.0,0.0,,,,,tests performed,,,,,,47.05,25.04,14103.45,2.2,75.88,0.76,215313504
REU,Africa,Reunion,2020-08-06,664.0,0.0,4.0,0.0,,,,,,,,,,,,,,,80.48,,974062
SVK,Europe,Slovakia,2023-04-01,1865055.0,0.0,21083.0,0.0,,,,,,,,,,,,113.13,30155.15,5.82,77.54,0.86,5643455
CPV,Africa,Cape Verde,2023-09-12,64355.0,0.0,415.0,0.0,,,,,,,,,,,,135.58,6222.55,2.1,72.98,0.66,593162
UZB,Asia,Uzbekistan,2023-09-14,173738.0,0.0,1016.0,0.0,,,,,,,,,,,,76.13,6253.1,4.0,71.72,0.72,34627648
TJK,Asia,Tajikistan,2020-09-09,8757.0,0.0,70.0,0.0,,,,,,,,,,,42.59,64.28,2896.91,4.8,71.1,0.67,9952789
PER,South America,Peru,2024-06-13,4526781.0,0.0,220974.0,0.0,,,,,,,,,,,,25.13,12236.71,1.6,76.74,0.78,34049588
BOL,South America,Bolivia,2020-01-31,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,10.2,6885.83,1.1,71.51,0.72,12224114
ZWE,Africa,Zimbabwe,2023-03-10,264270.0,0.0,5671.0,0.0,,,,,,,,,,,,42.73,1899.78,1.7,61.49,0.57,16320539
JPN,Asia,Japan,2023-03-26,33415461.0,47096.0,73747.0,236.0,,,,,,383284874.0,104692676.0,103361319.0,175230879.0,13313.0,,347.78,39002.22,13.05,84.63,0.92,123951696
LUX,Europe,Luxembourg,2020-09-13,6410.0,240.0,95.0,0.0,739158.0,1393.0,0.01,166.7,tests performed,,,,,,47.22,231.45,94277.96,4.51,82.25,0.92,647601
LCA,North America,Saint Lucia,2020-03-21,1.0,0.0,0.0,0.0,,,,,,,,,,,,293.19,12951.84,1.3,76.2,0.76,179872
GMB,Africa,Gambia,2024-04-21,12626.0,0.0,372.0,0.0,,,,,,,,,,,,207.57,1561.77,1.1,62.05,0.5,2705995
CAN,North America,Canada,2023-09-14,4693585.0,0.0,52914.0,0.0,,,,,,98383995.0,,,31916524.0,1012.0,,4.04,44017.59,2.5,82.43,0.93,38454328
GUY,South America,Guyana,2022-10-13,71361.0,0.0,1281.0,0.0,,,,,,,,,,,18.52,3.95,7435.05,1.6,69.91,0.68,808727
BHR,Asia,Bahrain,2023-03-19,696614.0,0.0,1536.0,0.0,,,,,,,,,,,,1935.91,43290.7,2.0,77.29,0.85,1472237
FLK,South America,Falkland Islands,2020-10-12,13.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.44,,3801
LKA,Asia,Sri Lanka,2021-04-13,95131.0,0.0,598.0,0.0,2563932.0,6185.0,0.03,32.9,tests performed,,,,,,47.69,341.96,11669.08,3.6,76.98,0.78,21832150
GTM,North America,Guatemala,2020-06-11,6485.0,0.0,216.0,0.0,32485.0,508.0,0.42,2.4,people tested,,,,,,96.3,157.83,7423.81,0.6,74.3,0.66,17843914
AFG,Asia,Afghanistan,2024-03-02,232221.0,0.0,7983.0,0.0,,,,,,,,,,,,54.42,1803.99,0.5,64.83,0.51,41128772
JAM,North America,Jamaica,2023-01-28,153143.0,0.0,3476.0,0.0,,,,,,,,,,,,266.88,8193.57,1.7,74.47,0.73,2827382
COM,Africa,Comoros,2021-04-14,3789.0,0.0,146.0,0.0,,,,,,,,,,,,437.35,1413.89,2.2,64.32,0.55,836783
MAR,Africa,Morocco,2021-08-06,623528.0,0.0,9785.0,0.0,7218131.0,48436.0,0.23,4.4,people tested,25851862.0,14981732.0,10870130.0,,309266.0,64.81,80.08,7485.01,1.1,76.68,0.69,37457976
OWID_ENG,Europe,England,2022-03-31,,,,,,,,,,119316478.0,44388376.0,41533968.0,32331613.0,115629.0,,,,,,,56550000
LSO,Africa,Lesotho,2020-01-29,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,73.56,2851.15,,54.33,0.53,2305826
QAT,Asia,Qatar,2024-02-01,514524.0,0.0,690.0,0.0,,,,,,,,,,,,227.32,116935.6,1.2,80.23,0.85,2695131
ZWE,Africa,Zimbabwe,2022-12-03,258954.0,0.0,5616.0,0.0,,,,,,,,,,,53.7,42.73,1899.78,1.7,61.49,0.57,16320539
GUY,South America,Guyana,2022-07-29,69332.0,0.0,1268.0,0.0,,,,,,,,,,,25.83,3.95,7435.05,1.6,69.91,0.68,808727
COK,Oceania,Cook Islands,2022-12-30,6625.0,0.0,1.0,0.0,,,,,,,,,,,,,,,76.25,,17032
IRL,Europe,Ireland,2021-03-03,219329.0,0.0,4567.0,0.0,3575919.0,15277.0,0.04,25.0,tests performed,,,,,,84.26,69.87,67335.29,2.96,82.3,0.96,5023108
SSD,Africa,South Sudan,2022-10-24,18292.0,0.0,138.0,0.0,,,,,,,,,,,10.58,,1569.89,,57.85,0.43,10913172
FSM,Oceania,Micronesia (country),2021-08-07,0.0,0.0,0.0,0.0,,,,,,,,,,,,150.78,3299.46,,67.88,0.62,114178
PRT,Europe,Portugal,2022-01-09,1668316.0,236118.0,19135.0,133.0,28722635.0,115304.0,0.12,8.0,tests performed,,,,,,42.59,112.37,27936.9,3.39,82.05,0.86,10270857
BMU,North America,Bermuda,2023-06-14,18860.0,0.0,165.0,0.0,,,,,,,,,,,,1308.82,50669.32,,82.59,,64207
TUV,Oceania,Tuvalu,2022-01-27,0.0,0.0,0.0,0.0,,,,,,,,,,,,373.07,3575.1,,67.57,,11335
LBY,Africa,Libya,2023-04-19,507244.0,0.0,6437.0,0.0,,,,,,,,,,,,3.62,17881.51,3.7,72.91,0.72,6812344
AGO,Africa,Angola,2022-02-13,98514.0,163.0,1898.0,2.0,1397845.0,,0.01,67.0,tests performed,,,,,,64.42,23.89,5819.5,,61.15,0.58,35588996
AGO,Africa,Angola,2024-01-21,107271.0,38.0,1937.0,0.0,,,,,,,,,,,,23.89,5819.5,,61.15,0.58,35588996
TLS,Asia,East Timor,2021-08-11,,,,,,,0.13,7.6,tests performed,,,,,,59.93,87.18,6570.1,5.9,69.5,0.61,1341298
MLT,Europe,Malta,2021-08-25,36003.0,0.0,453.0,0.0,1171634.0,3247.0,0.02,56.7,tests performed,793866.0,412239.0,411046.0,,851.0,43.52,1454.04,36513.32,4.49,82.53,0.9,533293
OWID_NIR,Europe,Northern Ireland,2021-03-14,,,,,,,,,,684097.0,629461.0,54636.0,,6495.0,,,,,,,1896000
CAF,Africa,Central African Republic,2023-06-23,15367.0,0.0,113.0,0.0,,,,,,,,,,,,7.48,661.24,1.0,53.28,0.4,5579148
OWID_SCT,Europe,Scotland,2022-03-02,,,,,,,,,,12037211.0,4437162.0,4159556.0,3440493.0,4128.0,,,,,,,5466000
AZE,Asia,Azerbaijan,2020-05-27,3855.0,0.0,46.0,0.0,,,,,,,,,,,75.93,119.31,15847.42,4.7,73.0,0.76,10358078
MDV,Asia,Maldives,2020-01-08,0.0,0.0,0.0,0.0,,,,,,,,,,,,1454.43,15183.62,,78.92,0.74,523798
KNA,North America,Saint Kitts and Nevis,2022-04-27,5562.0,0.0,43.0,0.0,,,0.0,1475.5,people tested,,,,,,,212.86,24654.38,2.3,76.23,0.78,47681
FRO,Europe,Faroe Islands,2022-07-19,34658.0,0.0,28.0,0.0,,,,,,,,,,,,35.31,,,80.67,,53117
TJK,Asia,Tajikistan,2021-10-23,17484.0,0.0,125.0,0.0,,,,,,,,,,,35.19,64.28,2896.91,4.8,71.1,0.67,9952789
NIC,North America,Nicaragua,2020-01-24,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,51.67,5321.44,0.9,74.48,0.66,6948395
CMR,Africa,Cameroon,2024-03-30,125146.0,0.0,1974.0,0.0,,,,,,,,,,,,50.88,3364.93,1.3,59.29,0.56,27914542
JEY,Europe,Jersey,2023-08-22,66391.0,0.0,161.0,0.0,,,,,,,,,,,,,,,,,110796
WLF,Oceania,Wallis and Futuna,2020-09-03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79.94,,11596
BEN,Africa,Benin,2020-09-13,2242.0,29.0,40.0,0.0,,,,,,,,,,,41.67,99.11,2064.24,0.5,61.77,0.55,13352864
FIN,Europe,Finland,2024-05-12,1499712.0,0.0,11466.0,0.0,,,,,,,,,,,,18.14,40585.72,3.28,81.91,0.94,5540745
TJK,Asia,Tajikistan,2022-04-20,17786.0,0.0,125.0,0.0,,,,,,,,,,,15.74,64.28,2896.91,4.8,71.1,0.67,9952789
LSO,Africa,Lesotho,2023-07-04,34490.0,0.0,706.0,0.0,,,,,,,,,,,,73.56,2851.15,,54.33,0.53,2305826
TJK,Asia,Tajikistan,2021-06-17,13714.0,0.0,91.0,0.0,,,,,,,,,,,26.85,64.28,2896.91,4.8,71.1,0.67,9952789
ISR,Asia,Israel,2021-10-11,1306281.0,0.0,7946.0,0.0,26992967.0,117132.0,0.02,47.6,people tested,15734660.0,6220661.0,5722712.0,3791287.0,24515.0,51.97,402.61,33132.32,2.99,82.97,0.92,9449000
PRK,Asia,North Korea,2020-11-06,0.0,0.0,0.0,0.0,,,,,samples tested,,,,,,,211.7,,13.2,72.27,,26069416
TON,Oceania,Tonga,2021-09-24,0.0,0.0,0.0,0.0,,,,,,,,,,,43.52,150.03,5425.62,2.6,70.91,0.72,106867
LBN,Asia,Lebanon,2021-07-06,545363.0,0.0,7859.0,0.0,,,,,,1410729.0,947181.0,463548.0,,19480.0,65.51,594.56,13367.56,2.9,78.93,0.74,5489744
ZMB,Africa,Zambia,2021-05-29,93106.0,0.0,1267.0,0.0,1547889.0,9159.0,0.04,24.3,tests performed,147033.0,141747.0,5286.0,,388.0,38.89,23.0,3689.25,2.0,63.89,0.58,20017670
BHS,North America,Bahamas,2023-04-14,37491.0,0.0,833.0,0.0,,,,,,,,,,,,39.5,27717.85,2.9,73.92,0.81,409989
NOR,Europe,Norway,2022-06-24,1440693.0,0.0,3290.0,0.0,,,,,,11407431.0,4342673.0,4047558.0,3017200.0,1353.0,11.11,14.46,64800.06,3.6,82.4,0.96,5434324
GUF,South America,French Guiana,2023-08-12,98041.0,0.0,413.0,0.0,,,,,,,,,,,,,,,79.95,,304568
SRB,Europe,Serbia,2020-06-29,13792.0,0.0,267.0,0.0,392863.0,7150.0,0.03,36.7,people tested,,,,,,25.93,80.29,14048.88,5.61,76.0,0.81,6871547
BDI,Africa,Burundi,2021-06-27,5423.0,181.0,8.0,0.0,,,,,,,,,,,15.74,423.06,702.22,0.8,61.58,0.43,12889583
GNQ,Africa,Equatorial Guinea,2022-07-11,16467.0,0.0,183.0,0.0,,,,,,,,,,,,45.19,22604.87,2.1,58.74,0.59,1674916
AFG,Asia,Afghanistan,2022-07-21,183450.0,0.0,7730.0,0.0,,,,,,,,,,,11.11,54.42,1803.99,0.5,64.83,0.51,41128772
GTM,North America,Guatemala,2023-01-25,1222009.0,0.0,20069.0,0.0,,,,,,,,,,,,157.83,7423.81,0.6,74.3,0.66,17843914
JEY,Europe,Jersey,2020-06-10,295.0,0.0,30.0,0.0,,,,,,,,,,,,,,,,,110796
ESP,Europe,Spain,2021-07-02,3817605.0,0.0,82443.0,0.0,47681683.0,154681.0,0.1,10.5,tests performed,,,,,,48.61,93.1,34272.36,2.97,83.56,0.9,47558632
IMN,Europe,Isle of Man,2021-08-12,5423.0,0.0,46.0,0.0,,,,,,,,,,,,147.87,,,81.4,,84534
VGB,North America,British Virgin Islands,2024-05-14,7449.0,0.0,64.0,0.0,,,,,,,,,,,,207.97,,,79.07,,31332
PAN,North America,Panama,2024-06-13,1044452.0,0.0,8709.0,0.0,,,,,,,,,,,,55.13,22267.04,2.3,78.51,0.82,4408582
NIU,Oceania,Niue,2020-07-18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,73.71,,1952
ETH,Africa,Ethiopia,2024-04-28,501167.0,2.0,7574.0,0.0,,,,,,,,,,,,104.96,1729.93,0.3,66.6,0.48,123379928
PLW,Oceania,Palau,2020-12-05,0.0,0.0,0.0,0.0,,,,,,,,,,,,47.24,13240.4,4.8,73.7,0.83,18084
TLS,Asia,East Timor,2023-07-25,23460.0,0.0,138.0,0.0,,,,,,,,,,,,87.18,6570.1,5.9,69.5,0.61,1341298
KAZ,Asia,Kazakhstan,2022-05-22,1394797.0,87.0,19015.0,0.0,,,,,,,,,,,13.89,6.68,24055.59,6.7,73.6,0.82,19397998
OWID_ENG,Europe,England,2022-03-09,,,,,,,,,,117814135.0,44304297.0,41267514.0,32011858.0,264614.0,,,,,,,56550000
FLK,South America,Falkland Islands,2021-09-21,64.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.44,,3801
SPM,North America,Saint Pierre and Miquelon,2024-02-19,3426.0,0.0,2.0,0.0,,,,,,,,,,,,,,,81.07,,5885
MDV,Asia,Maldives,2021-10-08,85042.0,0.0,231.0,0.0,1545334.0,3121.0,0.02,51.4,samples tested,738169.0,392966.0,345203.0,,,,1454.43,15183.62,,78.92,0.74,523798
IRN,Asia,Iran,2021-03-21,1793805.0,54445.0,61724.0,582.0,,,0.12,8.3,tests performed,,,,,,81.94,49.83,19082.62,1.5,76.68,0.78,88550568
ROU,Europe,Romania,2023-05-13,3397365.0,0.0,68117.0,0.0,,,,,,,,,,,,85.13,23313.2,6.89,76.05,0.83,19659270
NZL,Oceania,New Zealand,2020-04-15,1049.0,0.0,4.0,0.0,71501.0,4021.0,,,tests performed,,,,,,96.3,18.21,36085.84,2.61,82.29,0.93,5185289
OWID_WLS,Europe,Wales,2020-09-14,,,,,,,,,,,,,,,,,,,,,3170000
ISL,Europe,Iceland,2021-10-20,12605.0,0.0,33.0,0.0,663548.0,1451.0,,,tests performed,,,,,,30.56,3.4,46482.96,2.91,82.99,0.95,372903
TUV,Oceania,Tuvalu,2020-12-15,0.0,0.0,0.0,0.0,,,,,,,,,,,,373.07,3575.1,,67.57,,11335
VUT,Oceania,Vanuatu,2022-10-11,11976.0,0.0,14.0,0.0,,,,,,,,,,,11.11,22.66,2921.91,,70.47,0.61,326744
GAB,Africa,Gabon,2023-02-12,48981.0,0.0,306.0,0.0,,,,,,,,,,,,7.86,16562.41,6.3,66.47,0.7,2388997
KNA,North America,Saint Kitts and Nevis,2023-12-31,6607.0,0.0,46.0,0.0,,,,,,,,,,,,212.86,24654.38,2.3,76.23,0.78,47681
ISR,Asia,Israel,2020-06-20,18982.0,0.0,305.0,0.0,758420.0,5723.0,0.02,52.6,people tested,,,,,,75.0,402.61,33132.32,2.99,82.97,0.92,9449000
ZAF,Africa,South Africa,2020-01-05,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,46.75,12294.88,2.32,64.13,0.71,59893884
ZWE,Africa,Zimbabwe,2023-05-30,265023.0,0.0,5693.0,0.0,,,,,,,,,,,,42.73,1899.78,1.7,61.49,0.57,16320539
OWID_NIR,Europe,Northern Ireland,2022-01-22,,,,,,,,,,3648134.0,1412596.0,1308483.0,927055.0,2148.0,,,,,,,1896000
OWID_SCT,Europe,Scotland,2021-09-06,,,,,,,,,,7871824.0,4128998.0,3742826.0,,8799.0,,,,,,,5466000
CRI,North America,Costa Rica,2020-09-24,62374.0,0.0,686.0,0.0,189981.0,3189.0,0.38,2.6,people tested,,,,,,62.96,96.08,15525.0,1.13,80.28,0.81,5180836
GAB,Africa,Gabon,2023-08-20,48992.0,0.0,307.0,0.0,,,,,,,,,,,,7.86,16562.41,6.3,66.47,0.7,2388997
KWT,Asia,Kuwait,2023-03-05,663859.0,403.0,2570.0,0.0,,,,,,8258884.0,3456423.0,3344983.0,1457478.0,,,232.13,65530.54,2.0,75.49,0.81,4268886
CHL,South America,Chile,2024-04-11,5398653.0,0.0,62611.0,0.0,,,,,,,,,,,,24.28,22767.04,2.11,80.18,0.85,19603736
JAM,North America,Jamaica,2022-07-01,142276.0,0.0,3113.0,0.0,,,,,,1458755.0,813432.0,710288.0,42266.0,586.0,11.11,266.88,8193.57,1.7,74.47,0.73,2827382
SWE,Europe,Sweden,2021-10-07,1154260.0,0.0,14893.0,0.0,12534217.0,19998.0,0.03,33.7,tests performed,,,,,,15.99,24.72,46949.28,2.22,82.8,0.94,10549349
DEU,Europe,Germany,2021-02-23,2389042.0,0.0,76243.0,0.0,,,,,tests performed,5512529.0,3570202.0,1942327.0,,170680.0,81.48,237.02,45229.24,8.0,81.33,0.95,83369840
AGO,Africa,Angola,2022-02-19,98514.0,0.0,1898.0,0.0,,,0.01,124.2,tests performed,,,,,,64.37,23.89,5819.5,,61.15,0.58,35588996
LSO,Africa,Lesotho,2020-12-02,2109.0,0.0,62.0,0.0,,,,,,,,,,,36.11,73.56,2851.15,,54.33,0.53,2305826
TGO,Africa,Togo,2023-01-14,39349.0,0.0,290.0,0.0,,,,,,,,,,,,143.37,1429.81,0.7,61.04,0.52,8848700
OWID_KOS,Europe,Kosovo,2021-06-16,107528.0,0.0,2239.0,0.0,648333.0,,0.0,219.0,tests performed,,,,,,43.52,168.16,9795.83,,,,1782115
LIE,Europe,Liechtenstein,2024-02-13,21573.0,0.0,88.0,0.0,,,,,,,,,,,,237.01,,2.4,82.49,0.92,39355
GUM,Oceania,Guam,2022-08-29,48186.0,0.0,389.0,0.0,,,,,,,,,,,,304.13,,,80.07,,171783
BEN,Africa,Benin,2021-03-18,6501.0,0.0,81.0,0.0,,,,,,,,,,,43.52,99.11,2064.24,0.5,61.77,0.55,13352864
TUR,Asia,Turkey,2022-09-03,16796886.0,0.0,100859.0,0.0,,,,,,152056551.0,57915985.0,53148187.0,40992379.0,5578.0,11.11,104.91,25129.34,2.81,77.69,0.82,85341248
MYS,Asia,Malaysia,2022-01-15,2786219.0,0.0,31678.0,0.0,43517783.0,87874.0,0.03,35.3,people tested,60855619.0,26068900.0,25709658.0,9280238.0,170606.0,40.06,96.25,26808.16,1.9,76.16,0.81,33938216
NCL,Oceania,New Caledonia,2021-04-20,124.0,0.0,0.0,0.0,,,,,,52881.0,32071.0,20810.0,,,,15.34,,,77.55,,289959
CUW,North America,Curacao,2020-08-16,32.0,1.0,1.0,0.0,,,,,,,,,,,,362.64,,,78.88,,191173
NGA,Africa,Nigeria,2022-06-08,256148.0,0.0,3143.0,0.0,5198572.0,,0.01,86.6,tests performed,,,,,,16.46,209.59,5338.45,,54.69,0.54,218541216
ARE,Asia,United Arab Emirates,2022-09-11,1019625.0,2880.0,2342.0,1.0,,,,,,,,,,,41.67,112.44,67293.48,1.2,77.97,0.89,9441138
QAT,Asia,Qatar,2021-01-21,147089.0,0.0,246.0,0.0,,,,,,,,,,,64.81,227.32,116935.6,1.2,80.23,0.85,2695131
ATG,North America,Antigua and Barbuda,2023-09-06,9106.0,0.0,146.0,0.0,,,,,,,,,,,,231.84,21490.94,3.8,77.02,0.78,93772
CYM,North America,Cayman Islands,2021-04-27,534.0,0.0,2.0,0.0,,,,,,,,,,,,256.5,49903.03,,83.92,,68722
NPL,Asia,Nepal,2023-11-02,1003450.0,0.0,12031.0,0.0,,,,,,,,,,,,204.43,2442.8,0.3,70.78,0.6,30547586
IDN,Asia,Indonesia,2020-12-21,664930.0,0.0,19880.0,0.0,,,,,,,,,,,68.06,145.72,11188.74,1.04,71.72,0.72,275501344
PAK,Asia,Pakistan,2023-03-13,1577482.0,0.0,30644.0,0.0,,,,,,,,,,,,255.57,5034.71,0.6,67.27,0.56,235824864
LAO,Asia,Laos,2021-11-15,54192.0,0.0,99.0,0.0,594520.0,4941.0,0.22,4.5,tests performed,,,,,,71.3,29.72,6397.36,1.5,67.92,0.61,7529477
BDI,Africa,Burundi,2020-06-25,144.0,0.0,1.0,0.0,,,,,,,,,,,13.89,423.06,702.22,0.8,61.58,0.43,12889583
POL,Europe,Poland,2023-05-25,6516271.0,0.0,119596.0,0.0,,,,,,58003005.0,22875981.0,22647928.0,15367414.0,1012.0,,124.03,27216.44,6.62,78.73,0.88,39857144
FLK,South America,Falkland Islands,2021-01-14,29.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.44,,3801
LCA,North America,Saint Lucia,2020-12-25,280.0,0.0,5.0,0.0,,,,,,,,,,,,293.19,12951.84,1.3,76.2,0.76,179872
LAO,Asia,Laos,2024-02-20,218931.0,0.0,671.0,0.0,,,,,,,,,,,,29.72,6397.36,1.5,67.92,0.61,7529477
IMN,Europe,Isle of Man,2023-01-25,38008.0,0.0,116.0,0.0,,,,,,,,,,,,147.87,,,81.4,,84534
SVK,Europe,Slovakia,2020-03-15,44.0,41.0,0.0,0.0,1436.0,289.0,0.06,16.4,tests performed,,,,,,63.89,113.13,30155.15,5.82,77.54,0.86,5643455
SYR,Asia,Syria,2023-02-24,57423.0,0.0,3163.0,0.0,,,,,,,,,,,,,,1.5,72.7,0.57,22125242
KNA,North America,Saint Kitts and Nevis,2020-10-21,19.0,0.0,0.0,0.0,,,,,,,,,,,,212.86,24654.38,2.3,76.23,0.78,47681
MDV,Asia,Maldives,2021-05-18,44523.0,0.0,97.0,0.0,809794.0,3703.0,0.31,3.3,samples tested,453829.0,304394.0,149435.0,,2228.0,,1454.43,15183.62,,78.92,0.74,523798
ABW,North America,Aruba,2023-04-11,44114.0,0.0,287.0,0.0,,,,,,174597.0,90381.0,84216.0,,,,584.8,35973.78,,76.29,,106459
FRO,Europe,Faroe Islands,2021-04-02,664.0,0.0,1.0,0.0,,,,,,,,,,,,35.31,,,80.67,,53117
SAU,Asia,Saudi Arabia,2022-09-23,815097.0,0.0,9330.0,0.0,,,,,,,,,,,11.11,15.32,49045.41,2.7,75.13,0.85,36408824
MKD,Europe,North Macedonia,2024-07-22,350730.0,0.0,9977.0,0.0,,,,,,,,,,,,82.6,13111.21,4.28,75.8,0.77,2093606
NER,Africa,Niger,2021-09-05,5880.0,41.0,199.0,1.0,,,,,,,,,,,27.78,16.95,926.0,0.3,62.42,0.39,26207982
SSD,Africa,South Sudan,2020-10-10,2726.0,0.0,52.0,0.0,,,0.02,64.4,tests performed,,,,,,41.67,,1569.89,,57.85,0.43,10913172
BRB,North America,Barbados,2022-09-29,102383.0,0.0,559.0,0.0,,,,,,,,,,,11.11,664.46,16978.07,5.8,79.19,0.81,281646
ARE,Asia,United Arab Emirates,2022-05-22,904466.0,2305.0,2302.0,0.0,160510318.0,232385.0,0.0,621.1,tests performed,24812581.0,9890219.0,9692414.0,,,29.48,112.44,67293.48,1.2,77.97,0.89,9441138
LBR,Africa,Liberia,2023-07-31,8090.0,0.0,294.0,0.0,,,,,,,,,,,,49.13,752.79,0.8,64.1,0.48,5302690
GUY,South America,Guyana,2021-04-18,11642.0,684.0,267.0,15.0,,,0.11,9.4,tests performed,,,,,,60.19,3.95,7435.05,1.6,69.91,0.68,808727
IMN,Europe,Isle of Man,2023-09-22,38008.0,0.0,116.0,0.0,,,,,,,,,,,,147.87,,,81.4,,84534
WLF,Oceania,Wallis and Futuna,2020-12-03,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79.94,,11596
BRA,South America,Brazil,2021-05-29,15970949.0,0.0,446309.0,0.0,49403998.0,19636.0,,,tests performed,67761958.0,45604680.0,22157278.0,,402666.0,66.2,25.04,14103.45,2.2,75.88,0.76,215313504
CUW,North America,Curacao,2023-02-20,45781.0,0.0,301.0,0.0,,,,,,,,,,,,362.64,,,78.88,,191173
VAT,Europe,Vatican,2023-09-22,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,75.12,,808
AND,Europe,Andorra,2023-07-12,48015.0,0.0,159.0,0.0,,,,,,,,,,,,163.76,,,83.73,0.87,79843
DEU,Europe,Germany,2020-03-02,170.0,0.0,11.0,0.0,,,,,,,,,,,25.0,237.02,45229.24,8.0,81.33,0.95,83369840
CAN,North America,Canada,2022-08-05,4064909.0,0.0,42159.0,0.0,,,,,,87849440.0,32861835.0,31503240.0,23484365.0,28137.0,16.74,4.04,44017.59,2.5,82.43,0.93,38454328
PRY,South America,Paraguay,2024-01-22,735759.0,0.0,19880.0,0.0,,,,,,,,,,,,17.14,8827.01,1.3,74.25,0.73,6780745
DEU,Europe,Germany,2020-06-23,190976.0,0.0,9256.0,0.0,,,,,tests performed,,,,,,63.43,237.02,45229.24,8.0,81.33,0.95,83369840
GNQ,Africa,Equatorial Guinea,2022-09-16,16873.0,0.0,183.0,0.0,,,,,,,,,,,,45.19,22604.87,2.1,58.74,0.59,1674916
MDA,Europe,Moldova,2023-06-16,620685.0,0.0,12124.0,0.0,,,,,,,,,,,,123.66,5189.97,5.8,71.9,0.75,3272993
FJI,Oceania,Fiji,2022-12-07,68451.0,0.0,878.0,0.0,,,,,,,,,,,25.74,49.56,8702.98,2.3,67.44,0.74,929769
SWZ,Africa,Eswatini,2023-01-24,74114.0,0.0,1422.0,0.0,,,,,,,,,,,,79.49,7738.98,2.1,60.19,0.61,1201680
MHL,Oceania,Marshall Islands,2020-09-15,0.0,0.0,0.0,0.0,,,,,tests performed,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
NCL,Oceania,New Caledonia,2021-08-25,135.0,0.0,0.0,0.0,,,,,,,,,,,,15.34,,,77.55,,289959
TKL,Oceania,Tokelau,2023-02-02,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.86,,1893
MDA,Europe,Moldova,2021-11-16,352670.0,0.0,9025.0,0.0,,7479.0,0.14,7.0,tests performed,1575729.0,,906967.0,,4147.0,43.99,123.66,5189.97,5.8,71.9,0.75,3272993
MMR,Asia,Myanmar,2023-10-31,641341.0,0.0,19494.0,0.0,,,,,,,,,,,,81.72,5591.6,0.9,67.13,0.58,54179312
SOM,Africa,Somalia,2023-03-03,27324.0,0.0,1361.0,0.0,,,,,,,,,,,,23.5,,0.9,57.4,,17597508
BLR,Europe,Belarus,2024-02-24,994037.0,0.0,7118.0,0.0,,,,,,,,,,,,46.86,17167.97,11.0,74.79,0.82,9534956
BRA,South America,Brazil,2024-05-19,37511921.0,0.0,702116.0,0.0,,,,,,,,,,,,25.04,14103.45,2.2,75.88,0.76,215313504
OWID_ENG,Europe,England,2021-10-07,,,,,,,,,,80873035.0,41156424.0,37805057.0,1911554.0,225581.0,,,,,,,56550000
AIA,North America,Anguilla,2022-07-23,3496.0,0.0,9.0,0.0,,,,,,,,,,,,,,,81.88,,15877
BES,North America,Bonaire Sint Eustatius and Saba,2021-08-23,1767.0,0.0,17.0,0.0,,,,,,,,,,,,,,,77.79,,27052
MNE,Europe,Montenegro,2023-04-13,249890.0,0.0,2642.0,0.0,,,,,,,,,,,,46.28,16409.29,3.86,76.88,0.83,627082
GEO,Asia,Georgia,2022-04-09,1649222.0,0.0,16706.0,0.0,,,0.08,12.4,tests performed,2865773.0,1607133.0,1258640.0,,402.0,13.89,65.03,9745.08,2.6,73.77,0.81,3744385
