location,iso_code,continent,date,total_cases,new_cases,total_deaths,new_deaths,new_cases_per_million,new_cases_smoothed_per_million,total_tests,new_tests,new_tests_smoothed,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,extreme_poverty,hospital_beds_per_thousand,life_expectancy,human_development_index,population
Romania,ROU,Europe,2024-08-04,3541619.0,4633.0,68825.0,6.0,241.72,34.53,21260367.0,,75700.0,0.06,17.7,tests performed,16827486.0,8188137.0,8114769.0,,1208.0,11.11,85.13,23313.2,5.7,6.89,76.05,0.83,19659270
Russia,RUS,Europe,2024-08-04,24268728.0,7777.0,403188.0,10.0,53.42,7.63,295244836.0,331438.0,139842.0,0.03,35.3,tests performed,187374508.0,89081596.0,79702396.0,20829310.0,71260.0,11.11,8.82,24765.95,0.1,8.05,72.58,0.82,144713312
Rwanda,RWA,Africa,2024-08-04,133264.0,0.0,1468.0,0.0,0.0,0.0,5534918.0,3839.0,4661.0,0.01,130.0,samples tested,27322059.0,10884714.0,10399665.0,5879013.0,211071.0,25.64,494.87,1854.21,56.0,,69.02,0.54,13776702
Saint Barthelemy,BLM,North America,2024-08-04,5507.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10994
Saint Helena,SHN,Africa,2024-08-04,2166.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7892.0,4361.0,3531.0,,,,,,,,80.56,,5401
Saint Kitts and Nevis,KNA,North America,2024-08-04,6607.0,0.0,46.0,0.0,0.0,0.0,94440.0,87.0,609.0,0.01,83.6,people tested,64297.0,33794.0,27000.0,3503.0,626.0,,212.86,24654.38,,2.3,76.23,0.78,47681
Saint Lucia,LCA,North America,2024-08-04,30282.0,0.0,410.0,0.0,0.0,0.0,208560.0,117.0,145.0,0.15,6.7,tests performed,122977.0,60140.0,54971.0,7866.0,55.0,,293.19,12951.84,,1.3,76.2,0.76,179872
Saint Martin (French part),MAF,North America,2024-08-04,12324.0,0.0,46.0,0.0,0.0,0.0,,,,,,,,,,,,,590.53,,,,82.08,,31816
Saint Pierre and Miquelon,SPM,North America,2024-08-04,3426.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,81.07,,5885
Saint Vincent and the Grenadines,VCT,North America,2024-08-04,9674.0,0.0,124.0,0.0,0.0,0.0,108388.0,59.0,50.0,0.23,4.4,tests performed,73443.0,37532.0,31632.0,4279.0,20.0,,281.79,10727.15,,2.6,72.53,0.74,103959
Samoa,WSM,Oceania,2024-08-04,17057.0,0.0,31.0,0.0,0.0,0.0,,,,,,,453083.0,191403.0,177954.0,82268.0,,,69.41,6021.56,,,73.32,0.72,222390
San Marino,SMR,Europe,2024-08-04,25292.0,0.0,126.0,0.0,0.0,0.0,,,,,,,69338.0,26357.0,23633.0,19348.0,9.0,5.56,556.67,56861.47,,3.8,84.97,,33690
Sao Tome and Principe,STP,Africa,2024-08-04,6771.0,0.0,80.0,0.0,0.0,0.0,4694.0,767.0,110.0,0.01,110.0,tests performed,263863.0,140256.0,111986.0,34624.0,,,212.84,3052.71,32.3,2.9,70.39,0.62,227393
Saudi Arabia,SAU,Asia,2024-08-04,841469.0,0.0,9646.0,0.0,0.0,0.0,43251385.0,28668.0,29372.0,0.03,28.9,tests performed,68534631.0,27041364.0,25433941.0,10793985.0,113359.0,11.11,15.32,49045.41,,2.7,75.13,0.85,36408824
Scotland,OWID_SCT,Europe,2023-10-02,,,,,,,,,,,,,13014285.0,4549556.0,4285946.0,3594835.0,813.0,,,,,,,,5466000
Senegal,SEN,Africa,2024-08-04,89485.0,0.0,1971.0,0.0,0.0,0.0,1102099.0,814.0,752.0,0.0,292.5,tests performed,3179647.0,2684696.0,1546628.0,815965.0,7129.0,13.89,82.33,2470.58,38.0,,67.94,0.51,17316452
Serbia,SRB,Europe,2024-08-04,2583470.0,0.0,18057.0,0.0,0.0,0.0,9852899.0,7466.0,6317.0,0.06,16.8,people tested,8534688.0,3354075.0,3278198.0,1902412.0,221.0,5.56,80.29,14048.88,,5.61,76.0,0.81,6871547
Seychelles,SYC,Africa,2024-08-04,51886.0,0.0,172.0,0.0,0.0,0.0,,,,,,,224558.0,88520.0,83565.0,44936.0,1315.0,13.89,208.35,26382.29,1.1,3.6,73.4,0.8,107135
Sierra Leone,SLE,Africa,2024-08-04,7979.0,0.0,125.0,0.0,0.0,0.0,428517.0,,251.0,0.0,877.6,tests performed,9155936.0,5676123.0,4961886.0,1201709.0,1928.0,37.96,104.7,1390.3,52.2,,54.7,0.45,8605723
Singapore,SGP,Asia,2024-08-04,3006155.0,0.0,2024.0,0.0,0.0,0.0,,24000.0,24000.0,0.16,6.1,samples tested,14727569.0,5160551.0,5120969.0,4440289.0,3779.0,17.59,7915.73,85535.38,,2.4,83.62,0.94,5637022
Sint Maarten (Dutch part),SXM,North America,2024-08-04,11051.0,0.0,92.0,0.0,0.0,0.0,,,,,,,66829.0,29788.0,26773.0,9146.0,,,1209.09,36327.23,,,78.95,,44192
Slovakia,SVK,Europe,2024-08-04,1878002.0,61.0,21227.0,1.0,11.14,1.59,51238482.0,2231.0,2123.0,0.13,7.5,tests performed,5754313.0,2595901.0,2577827.0,684026.0,,11.11,113.13,30155.15,0.7,5.82,77.54,0.86,5643455
Slovenia,SVN,Europe,2024-08-04,1356582.0,148.0,10083.0,4.0,69.97,10.0,5336373.0,3998.0,3172.0,0.13,7.8,tests performed,2996643.0,1265802.0,1222225.0,657967.0,0.0,11.11,102.62,31400.84,,4.5,81.32,0.92,2119843
Solomon Islands,SLB,Oceania,2024-08-04,25954.0,0.0,199.0,0.0,0.0,0.0,,,,,,,625956.0,343821.0,254352.0,27783.0,,30.46,21.84,2205.92,25.1,1.4,73.0,0.57,724272
Somalia,SOM,Africa,2024-08-04,27334.0,0.0,1361.0,0.0,0.0,0.0,501224.0,,252.0,0.04,24.2,tests performed,10555834.0,8972167.0,7666835.0,28134.0,0.0,5.56,23.5,,,0.9,57.4,,17597508
South Africa,ZAF,Africa,2024-08-04,4072765.0,0.0,102595.0,0.0,0.0,0.0,25637671.0,19244.0,14296.0,0.07,13.8,people tested,41798812.0,24210953.0,21038797.0,4410601.0,0.0,11.11,46.75,12294.88,18.9,2.32,64.13,0.71,59893884
South Korea,KOR,Asia,2024-08-04,34571873.0,0.0,35934.0,0.0,0.0,0.0,100269452.0,145445.0,116619.0,0.07,14.5,people tested,129647782.0,44784499.0,44372679.0,41325954.0,1775.0,11.11,527.97,35938.37,0.2,12.27,83.03,0.92,51815808
South Sudan,SSD,Africa,2024-08-04,18823.0,0.0,147.0,0.0,0.0,0.0,410280.0,798.0,578.0,0.01,76.3,tests performed,4365547.0,4315127.0,4273253.0,513122.0,4158.0,10.55,,1569.89,,,57.85,0.43,10913172
Spain,ESP,Europe,2024-08-04,13980340.0,0.0,121852.0,0.0,0.0,0.0,93162168.0,29943.0,43694.0,0.31,3.2,tests performed,105840320.0,41351234.0,40739123.0,26559282.0,47657.0,5.56,93.1,34272.36,1.0,2.97,83.56,0.9,47558632
Sri Lanka,LKA,Asia,2024-08-04,672798.0,1.0,16907.0,0.0,0.04,0.01,7691045.0,1111.0,1204.0,0.01,120.4,tests performed,40116590.0,17143761.0,14752827.0,8220002.0,14667.0,23.15,341.96,11669.08,0.7,3.6,76.98,0.78,21832150
Sudan,SDN,Africa,2024-08-04,63993.0,0.0,5046.0,0.0,0.0,0.0,562941.0,,,,,tests performed,22598737.0,15207452.0,13416394.0,3891363.0,6534.0,5.56,23.26,4466.51,,0.8,65.31,0.51,46874200
